X,Y,annualmean,annualvariance,annualstddev,directionannualmean,objectid
-10285919.7189,3380738.1244,0.13515215,0.00840877,0.09169937,268.15620886,147838
-10285919.7189,3390928.2298,0.13927452,0.00827477,0.09096574,260.56362677,147839
-10285919.719,3401126.2641,0.14050062,0.00722028,0.08497222,253.94876297,147840
-10285919.7189,3411332.2594,0.14135203,0.00691244,0.08314109,246.37996557,147841
-10285919.7189,3421546.2482,0.14296824,0.00730704,0.0854812,238.64811019,147842
-10285919.7189,3431768.263,0.13894282,0.00741818,0.08612884,236.75639058,147843
-10285919.7189,3441998.3363,0.07062641,0.00209576,0.04577942,236.98597435,147844
-10277014.1587,2999080.9434,0.38886413,0.04750285,0.21795148,58.74262652,147845
-10277014.1586,3008992.6645,0.3796486,0.0474129,0.21774504,55.43463711,147846
-10277014.1586,3018911.1618,0.37048185,0.04648721,0.21560894,51.38288991,147847
-10277014.1586,3028836.4638,0.35870939,0.04444796,0.21082684,45.91370324,147848
-10277014.1586,3038768.5994,0.34701645,0.04171751,0.20424865,38.66072751,147849
-10277014.1586,3048707.5973,0.33666843,0.03890761,0.19725011,29.10253959,147850
-10277014.1587,3058653.4863,0.32679519,0.03663073,0.19139156,16.66845478,147851
-10277014.1586,3068606.2958,0.31739324,0.03468598,0.18624173,1.19693094,147852
-10277014.1586,3078566.0544,0.31043339,0.03298359,0.18161383,344.01555543,147853
-10277014.1586,3088532.7915,0.30668584,0.03179503,0.17831162,328.18363742,147854
-10277014.1586,3098506.5361,0.30552796,0.03111767,0.17640202,316.11653139,147855
-10277014.1586,3108487.3178,0.30360523,0.0304867,0.17460442,308.22673041,147856
-10277014.1586,3118475.1659,0.29955804,0.02968085,0.17228131,303.52536234,147857
-10277014.1586,3128470.11,0.29441014,0.02861203,0.16915092,300.84269173,147858
-10277014.1587,3138472.1796,0.28855807,0.0271479,0.16476619,299.81413198,147859
-10277014.1586,3148481.4044,0.2815789,0.02534635,0.15920536,300.6606661,147860
-10277014.1586,3158497.8143,0.27336192,0.02364422,0.15376678,303.55791084,147861
-10277014.1586,3168521.439,0.2641032,0.02243318,0.14977708,308.85286887,147862
-10277014.1586,3178552.3086,0.25450441,0.0212512,0.14577793,318.09489934,147863
-10277014.1586,3188590.4531,0.24514057,0.01989805,0.14106046,334.34609636,147864
-10277014.1585,3198635.9028,0.23701341,0.01866311,0.136613,357.50953286,147865
-10277014.1586,3208688.6878,0.22969317,0.01725846,0.13137145,19.0956596,147866
-10277014.1586,3218748.8386,0.22113816,0.01578917,0.12565497,34.6088992,147867
-10277014.1586,3228816.3853,0.21182509,0.01452581,0.12052307,45.36354004,147868
-10277014.1586,3238891.3588,0.20165825,0.01327304,0.11520869,52.11400357,147869
-10277014.1586,3248973.7895,0.18820357,0.01180724,0.10866111,54.14538262,147870
-10277014.1587,3259063.7085,0.17507364,0.01095513,0.10466676,53.85521875,147871
-10277014.1586,3269161.1462,0.1625009,0.01027911,0.10138595,43.33516148,147872
-10277014.1586,3279266.1338,0.15468565,0.00936135,0.09675404,21.90651015,147873
-10277014.1586,3289378.7022,0.1461089,0.00817667,0.09042492,358.02489645,147874
-10277014.1586,3299498.8825,0.13755792,0.00772573,0.08789615,323.28639629,147875
-10277014.1586,3309626.706,0.12872469,0.00759434,0.08714553,297.8172173,147876
-10277014.1586,3319762.2041,0.12683065,0.00753188,0.08678638,271.56333983,147877
-10277014.1586,3329905.408,0.12313201,0.00758539,0.08709417,268.74414323,147878
-10277014.1587,3340056.3496,0.12710153,0.00778113,0.08821072,281.21026133,147879
-10277014.1586,3350215.06,0.12754248,0.00778991,0.08826044,279.96625096,147880
-10277014.1586,3360381.5715,0.13214846,0.0081676,0.09037479,274.12514917,147881
-10277014.1586,3370555.9157,0.1360234,0.00846599,0.09201084,269.00786645,147882
-10277014.1586,3380738.1244,0.14045098,0.00893691,0.09453521,262.41591314,147883
-10277014.1586,3390928.2298,0.14238879,0.00848438,0.09211071,253.92055525,147884
-10277014.1586,3401126.2641,0.14260003,0.0074447,0.08628266,249.18723679,147885
-10277014.1586,3411332.2595,0.14448941,0.00728858,0.08537316,243.1197916,147886
-10277014.1586,3421546.2483,0.14524136,0.007641,0.08741283,237.4542215,147887
-10277014.1587,3431768.263,0.14304425,0.00805554,0.08975265,243.04279832,147888
-10277014.1586,3441998.3363,0.06755974,0.00190041,0.04359375,248.30604162,147889
-10268108.5983,2989175.97,0.3956508,0.04764597,0.21827957,63.92690321,147890
-10268108.5984,2999080.9434,0.38626671,0.046968,0.21672101,61.23397086,147891
-10268108.5984,3008992.6645,0.37717786,0.04679015,0.21631032,58.00505212,147892
-10268108.5984,3018911.1618,0.36792943,0.04614075,0.21480396,54.1146125,147893
-10268108.5984,3028836.4638,0.3564128,0.04427868,0.210425,48.82336278,147894
-10268108.5984,3038768.5994,0.34555358,0.04142223,0.20352453,41.69849021,147895
-10268108.5984,3048707.5973,0.33572176,0.03854324,0.19632432,32.01111282,147896
-10268108.5984,3058653.4865,0.32627562,0.03625444,0.19040598,19.19679291,147897
-10268108.5984,3068606.2958,0.31734747,0.03451069,0.18577054,3.1953067,147898
-10268108.5984,3078566.0544,0.31075472,0.03326129,0.18237679,345.58158111,147899
-10268108.5984,3088532.7915,0.30744568,0.03230903,0.17974712,329.35644859,147900
-10268108.5983,3098506.5361,0.30623099,0.03161188,0.1777973,316.92311433,147901
-10268108.5984,3108487.3178,0.30429071,0.03079549,0.17548645,308.79288883,147902
-10268108.5984,3118475.1659,0.30077341,0.02993339,0.17301269,303.95427055,147903
-10268108.5984,3128470.1101,0.29612279,0.02875943,0.16958606,301.19026592,147904
-10268108.5984,3138472.1796,0.29027796,0.02730972,0.16525654,300.02160052,147905
-10268108.5984,3148481.4044,0.28295371,0.02559987,0.15999961,300.64770388,147906
-10268108.5984,3158497.8141,0.27419832,0.02389323,0.15457435,303.3634441,147907
-10268108.5984,3168521.439,0.26453039,0.02274597,0.15081769,308.5683932,147908
-10268108.5984,3178552.3086,0.25504565,0.02166396,0.14718683,317.67184471,147909
-10268108.5984,3188590.4531,0.24649863,0.02018426,0.14207134,333.88055092,147910
-10268108.5984,3198635.9028,0.23867412,0.01898328,0.13777982,357.99011939,147911
-10268108.5983,3208688.6878,0.23154239,0.0177362,0.13317733,20.81340692,147912
-10268108.5984,3218748.8385,0.22367293,0.01615668,0.12710892,36.77852574,147913
-10268108.5984,3228816.3854,0.21437055,0.01486377,0.12191706,47.52913504,147914
-10268108.5984,3238891.3588,0.20417389,0.01350828,0.11622511,54.23147342,147915
-10268108.5984,3248973.7896,0.19046128,0.01204577,0.10975321,55.93571747,147916
-10268108.5984,3259063.7085,0.17673424,0.01114681,0.10557847,55.02960232,147917
-10268108.5984,3269161.1462,0.16377157,0.0104037,0.10199853,44.03929217,147918
-10268108.5983,3279266.1338,0.15531722,0.00948945,0.0974138,21.7770746,147919
-10268108.5985,3289378.7022,0.14660466,0.00821139,0.0906167,356.78185719,147920
-10268108.5985,3299498.8825,0.13885786,0.0077602,0.08809202,323.24720458,147921
-10268108.5985,3309626.7061,0.13129534,0.00767051,0.08758146,305.51787352,147922
-10268108.5983,3319762.2041,0.12859833,0.00764954,0.08746164,282.88724895,147923
-10268108.5984,3329905.408,0.12599649,0.00741335,0.0861008,269.44080435,147924
-10268108.5984,3340056.3496,0.12777346,0.00763003,0.08735005,269.11556516,147925
-10268108.5984,3350215.0601,0.12935956,0.0080276,0.08959687,273.51211168,147926
-10268108.5984,3360381.5714,0.13465576,0.008458,0.0919674,271.49580648,147927
-10268108.5984,3370555.9156,0.13818936,0.00873672,0.09347043,265.9721407,147928
-10268108.5984,3380738.1244,0.14138798,0.00918757,0.09585182,258.60421811,147929
-10268108.5983,3390928.2298,0.13943192,0.00825499,0.09085698,251.08828573,147930
-10268108.5984,3401126.2641,0.13908677,0.00732681,0.0855968,247.4559754,147931
-10268108.5984,3411332.2594,0.14106405,0.00712006,0.08438043,243.67206984,147932
-10268108.5984,3421546.2482,0.14115134,0.00740496,0.08605209,241.45618756,147933
-10268108.5984,3431768.263,0.13751628,0.0077155,0.08783789,249.36695362,147934
-10268108.5984,3441998.3364,0.0670391,0.0019601,0.04427302,255.50669866,147935
-10259203.0381,2989175.97,0.39391497,0.04752007,0.21799099,66.58179657,147936
-10259203.0381,2999080.9434,0.38437191,0.04668416,0.21606518,63.86688375,147937
-10259203.0381,3008992.6645,0.37526247,0.04642528,0.21546528,60.66583019,147938
-10259203.0382,3018911.1617,0.36600739,0.04576565,0.21392909,56.83578979,147939
-10259203.0381,3028836.4638,0.35514709,0.04368432,0.20900793,51.62730944,147940
-10259203.0381,3038768.5994,0.34482074,0.04061614,0.20153446,44.49676217,147941
-10259203.0382,3048707.5973,0.33512148,0.03779512,0.19440967,34.62133013,147942
-10259203.0381,3058653.4864,0.32548776,0.03585925,0.18936539,21.40868544,147943
-10259203.0381,3068606.2958,0.31663722,0.03443652,0.18557081,4.79001281,147944
-10259203.0381,3078566.0544,0.31040385,0.03352078,0.18308681,346.68992952,147945
-10259203.0381,3088532.7915,0.30727935,0.03278412,0.18106386,330.23777859,147946
-10259203.0381,3098506.5361,0.30622235,0.0320533,0.17903435,317.65370781,147947
-10259203.0381,3108487.3178,0.30473813,0.0311427,0.17647293,309.3275176,147948
-10259203.0381,3118475.1659,0.30217344,0.03018378,0.17373478,304.29806284,147949
-10259203.0381,3128470.1099,0.29803008,0.02900574,0.17031071,301.44481221,147950
-10259203.0381,3138472.1796,0.29220751,0.02754149,0.16595629,300.20373763,147951
-10259203.0382,3148481.4045,0.28439531,0.02597646,0.16117215,300.69774636,147952
-10259203.0381,3158497.8142,0.27512297,0.02431753,0.15594077,303.235158,147953
-10259203.0381,3168521.439,0.26511526,0.02309883,0.15198298,308.31656253,147954
-10259203.0381,3178552.3086,0.25581828,0.02196418,0.14820316,317.32693963,147955
-10259203.0381,3188590.4531,0.2478532,0.02056538,0.14340633,333.5785825,147956
-10259203.0381,3198635.9027,0.24057239,0.01936712,0.13916582,358.65862702,147957
-10259203.0381,3208688.6878,0.23359857,0.01817558,0.13481686,22.69135954,147958
-10259203.0381,3218748.8385,0.22606827,0.01653942,0.12860569,38.96578409,147959
-10259203.0381,3228816.3853,0.21688291,0.01520741,0.12331831,49.70738282,147960
-10259203.0381,3238891.3588,0.20648265,0.01381442,0.11753476,56.43683877,147961
-10259203.0381,3248973.7896,0.1925063,0.01227531,0.11079401,57.98229713,147962
-10259203.0381,3259063.7085,0.17844811,0.01133919,0.10648562,56.53418067,147963
-10259203.0381,3269161.1462,0.16497724,0.01058455,0.10288123,45.18041771,147964
-10259203.0381,3279266.1338,0.15601139,0.00968188,0.09839654,22.15739384,147965
-10259203.0381,3289378.7021,0.14724311,0.00835023,0.09137959,355.56836348,147966
-10259203.0381,3299498.8825,0.14060439,0.00793556,0.08908173,321.49602815,147967
-10259203.0381,3309626.7061,0.13574082,0.00779807,0.08830666,311.42909404,147968
-10259203.0381,3319762.2041,0.13597928,0.00776565,0.08812293,304.35788207,147969
-10259203.0381,3329905.408,0.13144594,0.00756488,0.08697632,294.97352919,147970
-10259203.0381,3340056.3497,0.12959704,0.00774533,0.08800758,287.84272168,147971
-10259203.0381,3350215.0602,0.13297428,0.00836606,0.09146616,276.28377386,147972
-10259203.0381,3360381.5715,0.13709009,0.00874262,0.09350198,270.72739956,147973
-10259203.0381,3370555.9157,0.13888223,0.00890934,0.09438933,264.7749791,147974
-10259203.0381,3380738.1244,0.138375,0.00908708,0.09532616,255.93052932,147975
-10259203.0381,3390928.2298,0.13151185,0.00764583,0.08744042,247.96386549,147976
-10259203.0381,3401126.2641,0.12945166,0.00667213,0.0816831,243.90921989,147977
-10259203.0381,3411332.2595,0.13190863,0.00648233,0.08051295,242.18371585,147978
-10259203.0381,3421546.2483,0.13328585,0.00660884,0.08129475,241.48384974,147979
-10259203.0381,3431768.263,0.12831751,0.00647296,0.08045468,244.08137331,147980
-10259203.0381,3441998.3363,0.0689844,0.00205402,0.04532124,249.04251534,147981
-10250297.4778,2989175.97,0.39346012,0.04773088,0.21847397,69.11975394,147982
-10250297.4778,2999080.9434,0.38378441,0.0466615,0.21601272,66.39190938,147983
-10250297.4778,3008992.6645,0.37468475,0.04621911,0.21498631,63.17729403,147984
-10250297.4778,3018911.1618,0.36540121,0.04556586,0.21346161,59.30406446,147985
-10250297.4778,3028836.4638,0.35500491,0.04333481,0.20817015,54.07852219,147986
-10250297.4778,3038768.5994,0.3444787,0.04017077,0.20042647,46.82655011,147987
-10250297.4778,3048707.5973,0.33417258,0.03762942,0.19398303,36.7298035,147988
-10250297.4778,3058653.4864,0.32423192,0.03591264,0.18950631,23.16238743,147989
-10250297.4778,3068606.2958,0.31541055,0.03457776,0.18595098,6.02600142,147990
-10250297.4778,3078566.0544,0.309434,0.03376949,0.18376477,347.50937371,147991
-10250297.4778,3088532.7915,0.30634102,0.03311432,0.18197341,330.84704596,147992
-10250297.4778,3098506.5361,0.30563477,0.03231811,0.17977238,318.17689144,147993
-10250297.4778,3108487.3178,0.30499351,0.0314311,0.17728819,309.65096039,147994
-10250297.4778,3118475.1659,0.30329484,0.03052422,0.17471184,304.38545054,147995
-10250297.4778,3128470.1099,0.29958004,0.02939453,0.17144834,301.34413254,147996
-10250297.4778,3138472.1797,0.29376861,0.02795018,0.16718306,300.04799131,147997
-10250297.4778,3148481.4043,0.28588322,0.02640438,0.16249424,300.50340208,147998
-10250297.4778,3158497.8142,0.27649337,0.02481996,0.1575435,302.96668572,147999
-10250297.4778,3168521.439,0.2665621,0.02345371,0.15314604,308.01159199,148000
-10250297.4777,3178552.3086,0.25718996,0.02232027,0.1493997,317.10210164,148001
-10250297.4778,3188590.4532,0.24939921,0.02112437,0.14534226,333.56360179,148002
-10250297.4778,3198635.9028,0.24259451,0.01995189,0.14125116,359.37985334,148003
-10250297.4778,3208688.6879,0.23590609,0.01858435,0.13632442,24.30948749,148004
-10250297.4777,3218748.8385,0.22843184,0.01691379,0.13005301,40.8719226,148005
-10250297.4778,3228816.3853,0.21956007,0.01556342,0.12475342,51.42017973,148006
-10250297.4778,3238891.3588,0.20853502,0.01417946,0.11907754,57.81039651,148007
-10250297.4778,3248973.7896,0.19379337,0.01246337,0.11163945,59.16056317,148008
-10250297.4778,3259063.7085,0.1796824,0.01145779,0.10704107,57.17499778,148009
-10250297.4778,3269161.1463,0.16607207,0.0107795,0.10382439,45.58437494,148010
-10250297.4778,3279266.1337,0.15713136,0.00992193,0.09960891,22.52599925,148011
-10250297.4778,3289378.7022,0.14835787,0.0085917,0.09269141,354.97466425,148012
-10250297.4778,3299498.8825,0.14145571,0.00816779,0.09037585,315.11752536,148013
-10250297.4778,3309626.706,0.13486256,0.00812364,0.09013126,295.14747469,148014
-10250297.4778,3319762.2041,0.13314719,0.00826122,0.09089126,280.1539584,148015
-10250297.4778,3329905.4079,0.12601382,0.00836529,0.09146195,275.16383796,148016
-10250297.4778,3340056.3496,0.12980446,0.00838072,0.09154627,274.63286891,148017
-10250297.4778,3350215.0601,0.13586426,0.00884599,0.09405312,273.28556045,148018
-10250297.4778,3360381.5716,0.13884926,0.00903736,0.09506503,270.58587464,148019
-10250297.4778,3370555.9156,0.13865355,0.00907847,0.09528098,265.45353695,148020
-10250297.4779,3380738.1244,0.13325977,0.00883561,0.09399793,255.92400248,148021
-10250297.4778,3390928.2298,0.12367217,0.00705303,0.08398232,248.44566028,148022
-10250297.4778,3401126.2641,0.12092195,0.00609883,0.07809499,244.48258845,148023
-10250297.4778,3411332.2594,0.12312516,0.0059305,0.07700976,242.68330398,148024
-10250297.4779,3421546.2483,0.12702878,0.00604214,0.0777312,244.22139043,148025
-10250297.4778,3431768.2631,0.12325585,0.00596225,0.07721563,249.29748386,148026
-10250297.4778,3441998.3362,0.06708437,0.0019575,0.04424362,256.26043838,148027
-10241391.9177,2989175.97,0.39413315,0.04798944,0.21906494,71.29469458,148028
-10241391.9177,2999080.9435,0.38427785,0.04685654,0.21646371,68.59550685,148029
-10241391.9177,3008992.6644,0.37506306,0.04621425,0.214975,65.37124355,148030
-10241391.9177,3018911.1618,0.36582747,0.04557285,0.21347798,61.33377317,148031
-10241391.9177,3028836.4638,0.35547245,0.04356456,0.20872125,55.89520463,148032
-10241391.9177,3038768.5994,0.34438077,0.04060271,0.20150115,48.40669873,148033
-10241391.9177,3048707.5973,0.33329269,0.03823764,0.19554447,38.09608474,148034
-10241391.9177,3058653.4864,0.32321671,0.03649092,0.19102596,24.36246653,148035
-10241391.9177,3068606.2958,0.31502414,0.03497679,0.18702082,7.09872272,148036
-10241391.9177,3078566.0544,0.30956876,0.03414827,0.1847925,348.37805178,148037
-10241391.9177,3088532.7915,0.30673632,0.03352148,0.18308872,331.45177288,148038
-10241391.9177,3098506.5361,0.30633092,0.03271691,0.18087816,318.6072332,148039
-10241391.9177,3108487.3178,0.3063522,0.03180226,0.17833188,309.75579547,148040
-10241391.9177,3118475.1659,0.30489478,0.03094496,0.17591178,304.207421,148041
-10241391.9177,3128470.11,0.30127448,0.02980299,0.17263541,300.99470901,148042
-10241391.9177,3138472.1795,0.29532084,0.02831831,0.16828045,299.70970608,148043
-10241391.9177,3148481.4044,0.28762254,0.02673233,0.16350023,300.23095535,148044
-10241391.9176,3158497.8142,0.27844679,0.02524165,0.15887621,302.73037874,148045
-10241391.9177,3168521.439,0.26863706,0.02388496,0.1545476,307.82831411,148046
-10241391.9177,3178552.3086,0.25920829,0.02270138,0.15066975,317.06620604,148047
-10241391.9176,3188590.453,0.25119266,0.0216471,0.14712952,333.82889991,148048
-10241391.9177,3198635.9028,0.24468219,0.02043952,0.14296684,359.98770634,148049
-10241391.9177,3208688.6878,0.23806584,0.0189678,0.13772362,25.30021022,148050
-10241391.9177,3218748.8385,0.23077817,0.01727576,0.13143727,42.09372542,148051
-10241391.9177,3228816.3853,0.22219683,0.01599727,0.12648033,52.26596644,148052
-10241391.9177,3238891.3588,0.21044806,0.0146586,0.12107272,57.82056449,148053
-10241391.9177,3248973.7896,0.19492492,0.01271696,0.11276948,58.58113616,148054
-10241391.9177,3259063.7085,0.18062027,0.01166223,0.10799178,56.19882662,148055
-10241391.9177,3269161.1462,0.16715504,0.01106625,0.10519627,45.07623561,148056
-10241391.9177,3279266.1338,0.15855454,0.01021008,0.10104495,22.96691475,148057
-10241391.9177,3289378.7022,0.15043916,0.00883976,0.09401999,355.04925289,148058
-10241391.9177,3299498.8825,0.14357461,0.00834077,0.09132783,313.69635161,148059
-10241391.9177,3309626.7061,0.13621913,0.00827625,0.09097391,293.54466234,148060
-10241391.9177,3319762.2041,0.13603553,0.00834238,0.09133662,278.1176518,148061
-10241391.9177,3329905.408,0.12821552,0.00865342,0.09302378,274.69384272,148062
-10241391.9177,3340056.3496,0.13505386,0.00885172,0.0940836,274.86326634,148063
-10241391.9177,3350215.0601,0.13967697,0.00927039,0.09628285,273.26804067,148064
-10241391.9177,3360381.5715,0.14148067,0.00934804,0.09668528,269.72053223,148065
-10241391.9176,3370555.9156,0.1399406,0.00924797,0.09616636,263.51581951,148066
-10241391.9177,3380738.1244,0.13067269,0.00845311,0.09194082,249.75514106,148067
-10241391.9177,3390928.2298,0.12178475,0.00657259,0.08107152,242.6935794,148068
-10241391.9177,3401126.2641,0.11966831,0.00580905,0.07621711,241.28733318,148069
-10241391.9177,3411332.2593,0.11812642,0.00553818,0.07441898,241.2865416,148070
-10241391.9177,3421546.2483,0.11959011,0.00552684,0.0743427,244.99375103,148071
-10241391.9177,3431768.263,0.11423603,0.00543615,0.07373022,250.27794324,148072
-10241391.9177,3441998.3363,0.05665654,0.00150358,0.03877597,255.05268294,148073
-10232486.3574,2979277.7157,0.40440089,0.04967521,0.22287937,75.19510563,148074
-10232486.3574,2989175.9699,0.39576551,0.04831304,0.21980226,72.96072498,148075
-10232486.3574,2999080.9434,0.38583064,0.04718487,0.21722078,70.25312496,148076
-10232486.3574,3008992.6645,0.37615192,0.04643288,0.21548291,66.98338573,148077
-10232486.3574,3018911.1618,0.36669412,0.04583347,0.21408753,62.8069372,148078
-10232486.3574,3028836.4638,0.35608429,0.04408748,0.20997021,57.17458394,148079
-10232486.3574,3038768.5994,0.34470868,0.04136193,0.20337632,49.44593107,148080
-10232486.3574,3048707.5973,0.33351001,0.03896916,0.19740608,38.97818973,148081
-10232486.3574,3058653.4864,0.32385179,0.03717506,0.19280834,25.34605327,148082
-10232486.3574,3068606.2958,0.31643811,0.03558248,0.1886332,8.32071353,148083
-10232486.3574,3078566.0544,0.31166258,0.03453415,0.18583366,349.43275925,148084
-10232486.3574,3088532.7915,0.30918133,0.03371807,0.18362482,332.06127166,148085
-10232486.3574,3098506.5361,0.30866021,0.03291759,0.18143205,318.85141798,148086
-10232486.3574,3108487.3178,0.30848032,0.03207501,0.17909497,309.60568374,148087
-10232486.3574,3118475.1659,0.30702645,0.03116108,0.17652503,303.77119237,148088
-10232486.3574,3128470.11,0.30372113,0.02990788,0.17293896,300.40768503,148089
-10232486.3574,3138472.1795,0.29756254,0.02843808,0.16863593,299.14335605,148090
-10232486.3574,3148481.4044,0.28964737,0.0269633,0.16420506,299.74525063,148091
-10232486.3574,3158497.8142,0.28037077,0.02566276,0.16019599,302.39852657,148092
-10232486.3574,3168521.4391,0.27062777,0.02442107,0.15627243,307.69312701,148093
-10232486.3574,3178552.3087,0.26128137,0.02323132,0.15241824,317.17175467,148094
-10232486.3574,3188590.4531,0.25325635,0.02213164,0.14876705,334.32276378,148095
-10232486.3574,3198635.9028,0.24683152,0.02095798,0.1447687,0.38512128,148096
-10232486.3574,3208688.6878,0.24034484,0.01946628,0.13952163,25.49339414,148097
-10232486.3574,3218748.8386,0.23309778,0.01779695,0.13340522,42.37221163,148098
-10232486.3574,3228816.3853,0.22477722,0.01646173,0.12830327,52.13412063,148099
-10232486.3573,3238891.3588,0.21264243,0.01500238,0.12248421,57.00248712,148100
-10232486.3574,3248973.7896,0.19603267,0.01299571,0.11399874,57.13927151,148101
-10232486.3574,3259063.7085,0.18155698,0.01190272,0.10909959,54.16698685,148102
-10232486.3574,3269161.1462,0.16857195,0.01130821,0.10634009,43.36196053,148103
-10232486.3574,3279266.1338,0.16018167,0.01046537,0.10230038,22.84170043,148104
-10232486.3574,3289378.7021,0.15266277,0.00909325,0.09535852,354.73769259,148105
-10232486.3574,3299498.8826,0.14591187,0.00851456,0.0922744,313.20033874,148106
-10232486.3574,3309626.7061,0.13797811,0.00852999,0.09235796,295.45858233,148107
-10232486.3574,3319762.2041,0.13797615,0.00861831,0.09283483,281.07215352,148108
-10232486.3574,3329905.408,0.13147715,0.00907084,0.09524096,279.46210908,148109
-10232486.3574,3340056.3496,0.13951747,0.00937505,0.09682485,278.33859013,148110
-10232486.3574,3350215.0601,0.14270957,0.00967689,0.0983712,274.2900245,148111
-10232486.3574,3360381.5715,0.14384627,0.00970375,0.09850761,270.22243877,148112
-10232486.3574,3370555.9156,0.14135261,0.00949869,0.09746123,266.60634774,148113
-10232486.3574,3380738.1244,0.12906094,0.00817834,0.09043419,259.15237527,148114
-10232486.3574,3390928.2298,0.12114944,0.00653387,0.08083235,253.93465136,148115
-10232486.3574,3401126.2641,0.1198715,0.00587613,0.07665593,249.22542788,148116
-10232486.3575,3411332.2594,0.11647598,0.00538036,0.07335094,244.4889465,148117
-10232486.3574,3421546.2483,0.11614614,0.00521546,0.07221813,245.91484769,148118
-10232486.3574,3431768.2629,0.1108942,0.00511415,0.0715133,250.4139232,148119
-10232486.3574,3441998.3363,0.05216102,0.00125022,0.03535841,252.99199188,148120
-10223580.7971,2979277.7157,0.40657562,0.05009337,0.22381547,76.39238873,148121
-10223580.7971,2989175.9701,0.39813459,0.04871801,0.22072156,74.1005588,148122
-10223580.7972,2999080.9434,0.38822928,0.04756857,0.21810222,71.28346018,148123
-10223580.7971,3008992.6645,0.37787893,0.04694833,0.21667562,67.8400022,148124
-10223580.7971,3018911.1618,0.36804795,0.04632534,0.21523322,63.49872117,148125
-10223580.7971,3028836.4638,0.35724795,0.04468642,0.21139163,57.79492099,148126
-10223580.7971,3038768.5994,0.34594819,0.04201216,0.20496869,50.03943366,148127
-10223580.7971,3048707.5973,0.33491054,0.03962041,0.19904877,39.63276139,148128
-10223580.7972,3058653.4864,0.32589459,0.03759927,0.19390529,26.28713353,148129
-10223580.7971,3068606.2958,0.31889039,0.03590767,0.18949319,9.6269444,148130
-10223580.7971,3078566.0544,0.31431645,0.03467628,0.18621567,350.66271192,148131
-10223580.7971,3088532.7915,0.31182379,0.03382888,0.1839263,332.82450635,148132
-10223580.7971,3098506.5361,0.31111816,0.03311278,0.18196917,319.21783309,148133
-10223580.7971,3108487.3178,0.31077763,0.03235622,0.17987834,309.71722552,148134
-10223580.7971,3118475.1659,0.30948165,0.03131068,0.17694825,303.58369066,148135
-10223580.7971,3128470.11,0.3065106,0.02998087,0.17314984,299.9337303,148136
-10223580.7971,3138472.1796,0.30057514,0.02854752,0.16896011,298.4875264,148137
-10223580.7971,3148481.4044,0.29256761,0.02720512,0.16493973,299.00905005,148138
-10223580.7971,3158497.8142,0.28294972,0.02608131,0.16149709,301.63737433,148139
-10223580.7971,3168521.439,0.27297035,0.02499919,0.15811133,306.90418028,148140
-10223580.7971,3178552.3086,0.26367834,0.02387604,0.15451874,316.4826428,148141
-10223580.7971,3188590.4531,0.25583974,0.02266452,0.15054742,334.1693641,148142
-10223580.7971,3198635.9028,0.24965675,0.02139438,0.14626817,0.48397969,148143
-10223580.7971,3208688.6878,0.24318382,0.02004756,0.14158939,25.37893415,148144
-10223580.7971,3218748.8385,0.23576427,0.01836578,0.1355204,42.0452402,148145
-10223580.7971,3228816.3853,0.22723655,0.01694755,0.13018276,51.4038677,148146
-10223580.797,3238891.3588,0.21499734,0.01533978,0.12385385,55.77645844,148147
-10223580.7971,3248973.7896,0.19733836,0.01327899,0.11523452,55.46581013,148148
-10223580.7971,3259063.7086,0.18225171,0.01214049,0.11018389,52.5435778,148149
-10223580.7971,3269161.1462,0.16927268,0.01151718,0.10731814,42.94826213,148150
-10223580.7971,3279266.1337,0.16086797,0.01065906,0.1032427,23.60986078,148151
-10223580.7971,3289378.7022,0.15392117,0.00930419,0.09645822,353.28346255,148152
-10223580.7971,3299498.8825,0.14753565,0.00872009,0.09338144,310.90476549,148153
-10223580.7971,3309626.7061,0.13979962,0.00878557,0.09373139,293.91938885,148154
-10223580.7971,3319762.204,0.13896441,0.00895029,0.09460598,279.58937948,148155
-10223580.7971,3329905.408,0.13491444,0.0094548,0.09723578,276.63262266,148156
-10223580.7971,3340056.3496,0.14281717,0.00984691,0.09923159,276.21275229,148157
-10223580.7971,3350215.0601,0.14474992,0.01000147,0.10000738,272.68823152,148158
-10223580.7971,3360381.5715,0.14557888,0.01003456,0.10017268,267.81611602,148159
-10223580.7971,3370555.9156,0.14188288,0.00965247,0.09824701,263.34314752,148160
-10223580.7971,3380738.1244,0.12863472,0.00793443,0.08907539,255.40259667,148161
-10223580.7971,3390928.2298,0.12243015,0.00657336,0.08107626,252.17491662,148162
-10223580.7971,3401126.2641,0.11996667,0.00586169,0.07656166,248.21174672,148163
-10223580.7972,3411332.2593,0.11509229,0.00521619,0.07222322,242.48411064,148164
-10223580.7971,3421546.2483,0.11250882,0.00484185,0.06958344,242.27357155,148165
-10223580.7971,3431768.263,0.1059192,0.00463295,0.06806578,246.71949746,148166
-10214675.2369,2979277.7157,0.40897712,0.05035022,0.22438854,77.15459308,148167
-10214675.2369,2989175.97,0.40071201,0.04898615,0.22132815,74.77785717,148168
-10214675.2369,2999080.9434,0.39081547,0.04789962,0.21885982,71.78280878,148169
-10214675.2369,3008992.6645,0.3800526,0.04732108,0.2175341,68.10447928,148170
